Name,Template
requestPaymentToBank,"{""Val"": ""test"", ""key_appbrand_from_path"": ""test"", ""pay_scene"": 1, ""result_jump_mode"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""key_appbrand_from_scene"": ""test"", ""BucketSrc"": 1, ""key_appbrand_from_username"": ""test"", ""src_username"": ""test"", ""key_joint_pay"": true, ""scene"": 1, ""paySign"": ""test"", ""key_qrcode_timeline_objid"": ""test"", ""key_qrcode_session_type"": 1, ""appId"": ""test"", ""signType"": ""test"", ""key_qrcode_session_name"": ""test"", ""ExptId"": 1, ""pay_for_wallet_type"": 1, ""package"": ""test"", ""cookie"": ""test"", ""key_chat_type"": 1, ""StartTime"": 1, ""ext_info"": ""test"", ""reqKey"": ""test"", ""url"": ""test"", ""nonceStr"": ""test"", ""token"": ""test"", ""GroupId"": 1, ""timeStamp"": ""test"", ""pay_code_scene"": 1, ""businessScene"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""pay_channel"": 1, ""key_send_type"": 1, ""partnerId"": ""test"", ""ExptSequence"": 1, ""Key"": ""test"", ""payScene"": 1}"
getAppContact,"{""WsRequestDomain"": [], ""fromBusinessUsername"": ""test"", ""SystemAuthBizScene"": 1, ""Uint32WxaLibPrivateMaxFileStorageSizeInMB"": 1, ""UploadDomain"": [], ""UDPDomain"": [], ""NewSetting"": {}, ""Appid"": ""test"", ""auto_update"": true, ""Network"": {}, ""AppServiceType"": 1, ""MaxWorkerConcurrent"": 1, ""GuaranteeFlag"": 1, ""VersionMD5"": ""test"", ""black_style"": {}, ""ForceSyncUpdateWhenLaunchLastInterval"": 1, ""MaxBackgroundLifespan"": 1, ""LifeSpanAfterSuspend"": 1, ""Uint32MaxTempFileStorageSizeInMB"": 1, ""navigation_bar_text_color"": ""test"", ""loading_image_info"": {}, ""CanPreFetchData"": 1, ""size"": 1, ""progressbar_color"": ""test"", ""firstPageNavigationStyle"": ""test"", ""MaxCodeSize"": 1, ""BrandOfficialLabel"": 1, ""RunningFlag"": 1, ""AgeAppropriateLevel"": 1, ""plugin_id"": ""test"", ""separated_plugin_list"": ""test"", ""MigrateInfo"": {}, ""renderer"": ""test"", ""MaxDownloadConcurrent"": 1, ""independent"": true, ""version_desc"": ""test"", ""keyPath"": ""test"", ""Uint32MinTempFileStorageSizeInMB"": 1, ""CanShowGameLoadingAdvert"": 1, ""TCPDomain"": [], ""widget_list"": [], ""Uint32MaxLocalstorageSizeInMB"": 1, ""module_list"": [], ""TLSSkipHostnameCheck"": 1, ""wxapkg_md5"": ""test"", ""CanNotStarWxaBeforeTime"": 1, ""LifeSpanBeforeSuspend"": 1, ""SystemAuthFrequencyLimitFlag"": 1, ""DownloadDomain"": [], ""resizable"": true, ""WechatPluginApp"": 1, ""PeriodFetchData"": 1, ""fake_native_loading_style_info"": {}, ""url"": ""test"", ""background_color"": ""test"", ""OpenWxaWaitUpdateMinMicSec"": 1, ""RequestDomain"": [], ""appid"": ""test"", ""template_id"": 1, ""MaxRequestConcurrent"": 1, ""first"": ""test"", ""BatchPreFetchBusiFlag"": 1, ""md5"": ""test"", ""OpenWxaWaitUpdateMaxMicSecForWeakNet"": 1, ""client_js_ext_info"": ""test"", ""contexts"": [], ""package_type"": 1, ""second"": ""test"", ""Uint32OpendataMaxLocalstorageSizeInMB"": 1, ""semver"": ""test"", ""MaxUploadConcurrent"": 1, ""custom_version"": ""test"", ""inner_version"": 1, ""white_style"": {}, ""EntranceModule"": ""test"", ""PreCgiCallByteBeforeLaunch"": ""test"", ""halfPage"": {}, ""WebsocketSkipPortCheck"": 1, ""MaxWebsocketConnect"": 1, ""ShowRelievedBuyFlag"": 1, ""prefix_path"": ""test"", ""device_orientation"": ""test"", ""CanKeepAliveByAudioPlay"": 1, ""NextTryOpenWxaDisMicSec"": 1, ""VersionState"": 1, ""code_size"": 1, ""dev_key"": 1, ""brotli"": true, ""OriginalFlag"": 1, ""RunningFlagInfo"": {}, ""AppOpenForbiddenUrl"": ""test"", ""PrefetchDNSDomain"": [], ""AppVersion"": 1, ""PeriodFetchDataDay"": 1, ""isTransparentBackgroundSupport"": ""test"", ""NewCategories"": [], ""UseModule"": true, ""ExpendedMaxWebviewDepth"": 1, ""alias"": [], ""without_lib_md5"": ""test"", ""ShowFlagshipFlag"": 1, ""Uint32MaxFileStorageSizeInMB"": 1, ""CanShowLoadingAdvert"": 1, ""OriginalRedirectUrl"": ""test"", ""OpenWxaWaitUpdateMaxMicSec"": 1, ""LaunchFallbackMinVersion"": 1, ""CanPeriodFetchData"": 1, ""parallelDownloadOnLaunchStage"": true, ""ScanCodeEnableZZM"": 1, ""target_appid"": ""test"", ""username"": ""test""}"
openRedPacketEditPage,{}
isBluetoothDevicePaired,"{""deviceId"": ""test""}"
shareAppMessageForFakeNative,"{""rendererOptions"": {}, ""customButtonIconData"": ""test"", ""videoMD5"": ""test"", ""singlePage"": {}, ""defaultHintUrl"": ""test"", ""sdkVersionEnd"": ""test"", ""sdkVersionBegin"": ""test"", ""type"": ""test"", ""liteAppPath"": ""test"", ""homeButton"": true, ""mode"": ""test"", ""playDesc"": ""test"", ""path"": ""test"", ""chatroomUsername"": ""test"", ""navigationBarBackgroundColor"": ""test"", ""liteAppId"": ""test"", ""androidVersionBegin"": ""test"", ""appBrandPriority"": 1, ""bizSourceName"": ""test"", ""visualEffectInBackground"": ""test"", ""videoPath"": ""test"", ""thumbDataHash"": ""test"", ""navigationBarRightButton"": {}, ""useDefaultSnapshot"": true, ""navigationBarBackgroundAlpha"": 1.0, ""pageOrientation"": ""test"", ""backgroundColorContent"": ""test"", ""webViewUrl"": ""test"", ""disableForward"": true, ""page"": {}, ""desc"": ""test"", ""bizSourceIconUrl"": ""test"", ""liteAppQuery"": ""test"", ""videoThumbPath"": ""test"", ""renderer"": ""test"", ""bizType"": 1, ""signature"": ""test"", ""enableFullScreen"": true, ""openId"": ""test"", ""link"": ""test"", ""liteAppBizData"": ""test"", ""skyline"": {}, ""navigationBarFit"": ""test"", ""title"": ""test"", ""androidVersionEnd"": ""test"", ""liteAppPriority"": 1, ""cacheKey"": ""test"", ""imageUrl"": ""test"", ""navigationBarTitleText"": ""test"", ""tailLang"": ""test"", ""messageExtraData"": ""test"", ""hasRelievedBuyPlugin"": true, ""backgroundColor"": ""test"", ""videoButtonText"": ""test"", ""navigationStyle"": ""test"", ""resizable"": true, ""cardSubType"": 1, ""sdk_isFromMenu"": true, ""enablePullDownRefresh"": true, ""disableABTest"": true, ""backgroundTextStyle"": ""test"", ""handleWebviewPreload"": ""test"", ""hide"": true, ""disableSwipeBack"": true, ""navigationBarTextStyle"": ""test"", ""window"": {}, ""to"": ""test"", ""webpageUrl"": ""test""}"
modifyFinderAccountAvatar,"{""avatarPath"": ""test"", ""username"": ""test""}"
operateSmCryptoSensitive,{}
showSplashAd,"{""adCallTime"": 1, ""cgiFetchCallBack"": 1, ""cgiFetchStart"": 1, ""errCode"": 1, ""show"": true, ""eventReceivedTime"": 1}"
operateCallTone,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""roomType"": 1, ""Key"": ""test"", ""GroupId"": 1}"
addMapCircles,"{""fillColor"": ""test"", ""color"": ""test"", ""level"": ""test"", ""latitude"": ""test"", ""circles"": ""test"", ""mapId"": 1, ""radius"": 1, ""longitude"": ""test""}"
goToLiteAppRoam,"{""running"": ""test"", ""query"": ""test"", ""pagePath"": ""test"", ""device"": ""test""}"
getBluetoothDevices,"{""Val"": ""test"", ""useOldImpl"": true, ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
operateSocketTask,"{""reason"": ""test"", ""code"": 1, ""data"": ""test"", ""socketTaskId"": ""test"", ""operationType"": ""test""}"
operateWXData,{}
insertXWebCamera,"{""cameraId"": 1}"
requestSubscribeMessage,{}
getAdPushMsg,"{""slotid"": ""test""}"
hideNavigationBarLoading,{}
hideTabBar,"{""animation"": true}"
openSelectPayment,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""sessionid"": ""test"", ""url"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
openWCPayLQTSave,"{""Val"": ""test"", ""package"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""nonceStr"": ""test"", ""GroupId"": 1, ""timeStamp"": ""test"", ""ExptCheckSum"": ""test"", ""paySign"": ""test"", ""ExptType"": 1, ""pay_channel"": ""test"", ""signType"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
jumpToWCPayMessage,"{""Val"": ""test"", ""package"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""nonceStr"": ""test"", ""GroupId"": 1, ""timeStamp"": ""test"", ""ExptCheckSum"": ""test"", ""paySign"": ""test"", ""ExptType"": 1, ""signType"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
eraseMapLines,"{""latitude"": ""test"", ""clear"": true, ""index"": 1, ""mapId"": 1, ""id"": ""test"", ""lines"": ""test"", ""point"": {}, ""longitude"": ""test""}"
hideShareMenu,{}
setBLEMTU,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""deviceId"": ""test"", ""mtu"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
private_setPageOrientation,"{""orientation"": ""test""}"
fs_copyFile,{}
fetchSendingAndFailProfileFeed,{}
openTextStateMessage,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""data"": {}, ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
operateXWebVideoBackground,{}
reportIDKey,"{""Val"": ""test"", ""dataArray"": [], ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""id"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""value"": 1, ""key"": 1, ""Key"": ""test""}"
switchTab,"{""url"": ""test""}"
makeVoIPCall,"{""Val"": ""test"", ""EndTime"": 1, ""avatarUrl"": ""test"", ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""type"": ""test"", ""allowBackCamera"": true, ""scene"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""context"": ""test"", ""toUserName"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""showOther"": true}"
getBackgroundFetchData,"{""cleanCache"": true, ""fetchType"": ""test""}"
operateXWebLivePlayerBackground,{}
operateBackgroundAudio,{}
operateWXData,{}
shareVideoMessage,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""GroupId"": 1, ""videoPath"": ""test"", ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""thumbPath"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
chooseMedia,"{""Val"": ""test"", ""sizeType"": [], ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""count"": 1, ""mediaType"": [], ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""sourceType"": [], ""ExptType"": 1, ""camera"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""maxDuration"": 1, ""Key"": ""test""}"
requestQueryCashier,"{""timeStamp"": ""test"", ""package"": ""test"", ""paySign"": ""test"", ""signType"": ""test"", ""nonceStr"": ""test""}"
getBeacons,{}
deleteTrafficCard,"{""deviceType"": ""test"", ""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""deviceData"": {}, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
getSkylineInfo,{}
sendRedPacket,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""defaultWishingWord"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""scope"": [], ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
openWCExDeviceList,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
checkIsSoterEnrolledInDevice,"{""checkAuthMode"": ""test""}"
splashAdFirstStepViewLayoutStateChange,"{""state"": 1}"
updateMapMarkers,"{""rotate"": 1.0, ""borderColor"": ""test"", ""callout"": ""test"", ""data"": ""test"", ""color"": ""test"", ""independent"": true, ""latitude"": ""test"", ""clusterId"": 1, ""content"": ""test"", ""bgColor"": ""test"", ""alpha"": 1.0, ""id"": ""test"", ""floorName"": ""test"", ""shadowColor"": ""test"", ""zIndex"": 1, ""longitude"": ""test"", ""joinCluster"": true, ""textAlign"": ""test"", ""display"": 1, ""customCallout"": ""test"", ""label"": ""test"", ""shadowOpacity"": 1, ""buildingId"": ""test"", ""ariaLabel"": ""test"", ""collision"": ""test"", ""viewId"": 1, ""anchor"": ""test"", ""x"": 1.0, ""y"": 1.0, ""mapId"": 1, ""fontSize"": 1, ""iconPath"": ""test"", ""markers"": ""test""}"
updatePerfData,"{""dataArray"": [], ""value"": ""test"", ""key"": ""test""}"
openUrl,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
getMapSkew,"{""mapId"": 1}"
updateXWebLivePusher,"{""viewId"": 1}"
openDocument,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""filePath"": ""test"", ""BucketSrc"": 1, ""StartTime"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""showMenu"": true, ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""fileType"": ""test""}"
disableLocationUpdate,{}
clearStorage,"{""storageId"": 1}"
requestMedicalInsurancePay,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
uploadEncryptedFileToCDN,"{""tempFilePath"": ""test"", ""isShowProgressTips"": true}"
openWeAppStarList,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""GroupId"": 1, ""scene"": 1, ""getUsageReason"": 1, ""sceneNote"": ""test"", ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
notifyBLECharacteristicValueChanged,"{""Val"": ""test"", ""mainThread"": true, ""debug"": true, ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""type"": ""test"", ""deviceId"": ""test"", ""characteristicId"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""state"": true, ""serviceId"": ""test"", ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
getMapRegion,"{""mapId"": 1}"
navigateBackNative,"{""extraData"": ""test"", ""forbidAnimation"": true}"
executeMapVisualLayerCommand,"{""layerId"": ""test"", ""mapId"": 1, ""command"": ""test""}"
requestAuthUserAutoFillData,"{""authGroupList"": [], ""authStatus"": 1, ""clientVersion"": 1, ""fields"": [], ""wording"": ""test""}"
showModal,"{""showCancel"": true, ""cancelText"": ""test"", ""confirmColor"": ""test"", ""editable"": true, ""upper"": true, ""cancelColorDark"": ""test"", ""confirmColorDark"": ""test"", ""confirmText"": ""test"", ""title"": ""test"", ""content"": ""test"", ""cancelColor"": ""test""}"
openChannelsActivity,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""feedId"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""nonceId"": ""test""}"
setScreenMode,"{""screenMode"": ""test""}"
getLabInfo,"{""labId"": ""test""}"
navigateBackMiniProgram,"{""extraData"": {}, ""privateExtraData"": {}}"
installDownloadTask,"{""appId"": ""test"", ""downloadId"": 1}"
updateXWebLivePlayer,"{""viewId"": 1}"
operateSmCrypto,{}
reserveChannelsLive,{}
redirectTo,"{""singlePageData"": {}, ""url"": ""test""}"
noticePerformanceMetrics,"{""Val"": ""test"", ""parent"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""eventType"": 1, ""GroupId"": 1, ""timeStamp"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""eventName"": ""test"", ""category"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""events"": [], ""Key"": ""test"", ""option"": 1}"
showShareMenu,{}
getBLEDeviceServices,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""doDiscover"": true, ""deviceId"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
requestPayment,{}
requestFacetoFacePayment,"{""Val"": ""test"", ""confirm_token"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
makePhoneCall,"{""phoneNumber"": ""test""}"
preloadLiteApp,"{""onlyUpdate"": true, ""onlyDownload"": true, ""onlyPreLoadBaseLib"": true}"
setLabInfo,"{""labId"": ""test"", ""enabled"": true}"
chooseImage,"{""Val"": ""test"", ""sizeType"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""count"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""sourceType"": [], ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
addMapControls,"{""controls"": ""test"", ""data"": ""test"", ""clickable"": true, ""mapId"": 1, ""iconPath"": ""test""}"
collectWepalm,"{""Val"": ""test"", ""EndTime"": 1, ""palmSideLimit"": ""test"", ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""sessionid"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
openChannelsRewardedVideoAd,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
destroyAudioInstance,"{""audioId"": ""test""}"
endorsementFinished,"{""finderUserName"": ""test""}"
removeMapLines,"{""mapId"": 1, ""lines"": ""test""}"
joinGroup,"{""signature"": ""test"", ""groupId"": ""test"", ""nonceStr"": ""test""}"
hideSplashScreenshot,{}
openLocation,"{""Val"": ""test"", ""address"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""latitude"": ""test"", ""BucketSrc"": 1, ""StartTime"": 1, ""scale"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""name"": ""test"", ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""longitude"": ""test""}"
checkIsOpenAccessibility,{}
openMapApp,{}
openWCPayLQTDepositPlan,"{""Val"": ""test"", ""package"": ""test"", ""EndTime"": 1, ""routURL"": ""test"", ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""nonceStr"": ""test"", ""GroupId"": 1, ""timeStamp"": ""test"", ""ExptCheckSum"": ""test"", ""paySign"": ""test"", ""ExptType"": 1, ""signType"": ""test"", ""pay_channel"": ""test"", ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
jumpDownloaderWidgetForNative,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""appId"": ""test"", ""BucketSrc"": 1, ""StartTime"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
deleteFinderDataItem,"{""dataItemNonceId"": ""test"", ""dataItemId"": ""test""}"
removeXWebVideo,"{""viewId"": 1}"
removeNativeView,"{""viewId"": 1}"
setKeyboardValue,{}
showPickerView,"{""current"": 1, ""headerText"": ""test"", ""array"": []}"
canvasPutImageData,"{""independent"": true, ""x"": 1, ""width"": 1, ""y"": 1, ""height"": 1}"
setInnerAudioOption,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""speakerOn"": true, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""mixWithOther"": true, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
getLiteGameCapsuleWidgetRect,{}
NFCGetMaxTransceiveLength,{}
createRequestTaskAsync,{}
startSoterAuthentication,"{""requestAuthModes"": [], ""authContent"": ""test"", ""challenge"": ""test""}"
openAddress,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptSequence"": 1, ""forceLightMode"": true, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
deleteWeAppNewTipsInfo,"{""pathKey"": ""test""}"
openADCanvas,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""GroupId"": 1, ""canvasDynamicInfo"": ""test"", ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""openFirstSightVoice"": 1, ""ExptId"": 1, ""Key"": ""test""}"
consumeWCCoin,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
setTingAudioState,"{""src"": ""test""}"
reportRealtimeAction,"{""actionData"": ""test""}"
stopPullDownRefresh,{}
queryDownloadTaskForNative,"{""appIdArray"": [], ""downloadId"": 1, ""downloadIdArray"": []}"
postMessageToMagicBrushFrame,"{""biz"": 1, ""frameId"": 1, ""message"": ""test""}"
showToast,"{""duration"": 1, ""image"": ""test"", ""icon"": ""test"", ""title"": ""test"", ""mask"": true}"
updateXWebVideo,"{""viewId"": 1}"
stopRecord,{}
updateNativeView,"{""viewId"": 1}"
readFile,{}
getLocation,"{""highAccuracyExpireTime"": 1, ""altitude"": true, ""isHighAccuracy"": true, ""type"": ""test""}"
setTabBarBadge,"{""badgeColor"": ""test"", ""badgeValue"": ""test"", ""type"": ""test"", ""badgeTextColor"": ""test""}"
requestEntrustAuthorization,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""sessionid"": ""test"", ""url"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
navigateBackMiniProgram,"{""extraData"": {}, ""privateExtraData"": {}}"
systemLog,"{""message"": ""test""}"
setStorage,"{""data"": ""test"", ""dataType"": ""test"", ""key"": ""test"", ""storageId"": 1}"
rechargeTrafficCard,"{""deviceType"": ""test"", ""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""deviceData"": {}, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
bindSocketToNetwork,"{""networkType"": ""test"", ""socketFd"": 1}"
deleteUserAutoFillData,"{""groupId"": 1, ""clientVersion"": 1, ""groupKey"": ""test""}"
openChannelsLive,{}
chooseVideo,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""sourceType"": ""test"", ""ExptType"": 1, ""compressed"": true, ""ExptId"": 1, ""camera"": ""test"", ""ExptSequence"": 1, ""maxDuration"": 1, ""Key"": ""test""}"
getScreenBrightness,{}
cancelDownloadTask,"{""downloadIdArray"": []}"
openOfflinePayView,"{""Val"": ""test"", ""package"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""nonceStr"": ""test"", ""GroupId"": 1, ""timeStamp"": ""test"", ""ExptCheckSum"": ""test"", ""paySign"": ""test"", ""ExptType"": 1, ""signType"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
callbackDataToNative,{}
getPhoneNumber,"{""api_name"": ""test"", ""with_credentials"": true}"
notifyDcpPaymentCallback,"{""dcp_token"": ""test"", ""ret_status"": ""test""}"
insertXWebVideo,"{""viewId"": 1}"
insertXWebLivePlayer,"{""viewId"": 1}"
setMapBoundary,"{""southwest"": {}, ""latitude"": 1.0, ""northeast"": {}, ""mapId"": 1, ""longitude"": 1.0}"
stopWifi,{}
removeStorage,"{""key"": ""test"", ""storageId"": 1}"
phoneBindCardVerifySms,"{""package"": ""test"", ""signtype"": ""test"", ""paysign"": ""test"", ""sessionid"": ""test"", ""noncestr"": ""test"", ""timestamp"": ""test""}"
